date,country,dau
2023-08-02,Israel,75
2023-08-02,Italy,79
2023-08-02,Jamaica,1
2023-08-02,Japan,5
2023-08-02,Jordan,2
2023-08-02,Kazakhstan,4
2023-08-02,Kenya,2
2023-08-02,Korea,3
2023-08-02,Kyrgyzstan,1
2023-08-02,Libya,1
2023-08-02,Lithuania,1
2023-08-02,Malaysia,20
2023-08-02,Maldives,1
2023-08-02,Mali,8
2023-08-02,Malta,1
2023-08-02,Martinique,2
2023-08-02,Mauritania,1
2023-08-02,Mayotte,1
2023-08-02,Mexico,1020
2023-08-02,Montenegro,1
2023-08-02,Morocco,508
2023-08-02,Myanmar,2
2023-08-02,Netherlands,13
2023-08-02,New Caledonia,1
2023-08-02,New Zealand,5
2023-08-02,Nicaragua,56
2023-08-02,Nigeria,9
2023-08-02,Norfolk Island,1
2023-08-02,Norway,2
2023-08-02,Oman,1
2023-08-02,Pakistan,4
2023-08-02,Panama,206
2023-08-02,Paraguay,978
2023-08-02,Peru,735
2023-08-02,Philippines,3
2023-08-02,Poland,4
2023-08-02,Portugal,9
2023-08-02,Puerto Rico,8
2023-08-02,Romania,4
2023-08-02,Russian Federation,17
2023-08-02,Saint Lucia,1
2023-08-02,Samoa,1
2023-08-02,Senegal,2
2023-08-02,Serbia,2
2023-08-02,Singapore,5
2023-08-02,Somalia,1
2023-08-02,South Africa,12
2023-08-02,South Sudan,2
2023-08-02,Spain,2961
2023-08-02,Sri Lanka,1
2023-08-02,Sudan,3
2023-08-02,Suriname,2
2023-08-02,Sweden,3
2023-08-02,Switzerland,8
2023-08-02,Tanzania,1
2023-08-02,Thailand,3
2023-08-02,Togo,16
2023-08-02,Trinidad and Tobago,1
2023-08-02,Turkey,4
2023-08-02,Uganda,1
2023-08-02,Ukraine,2
2023-08-02,United Arab Emirates,1
2023-08-02,United Kingdom,51
2023-08-02,United States,329
2023-08-02,Uruguay,2008
2023-08-02,Venezuela,2182
2023-08-02,Viet Nam,1
2023-08-02,Yemen,5
2023-08-02,Zambia,1
2023-08-02,Zimbabwe,2
2023-08-03,Afghanistan,3
2023-08-03,Algeria,3
2023-08-03,Andorra,4
2023-08-03,Angola,1
2023-08-03,Antigua and Barbuda,1
2023-08-03,Argentina,16652
2023-08-03,Australia,16
2023-08-03,Austria,3
2023-08-03,Bahrain,2
2023-08-03,Barbados,1
2023-08-03,Belgium,11
2023-08-03,Belize,1
2023-08-03,Benin,9
2023-08-03,Bolivia,161
2023-08-03,Bonaire,1
2023-08-03,Bosnia and Herzegovina,1
2023-08-03,Brazil,566
2023-08-03,British Indian Ocean Territory,1
2023-08-03,Bulgaria,4
2023-08-03,Burkina Faso,10
2023-08-03,Cameroon,16
2023-08-03,Canada,20
2023-08-03,Chad,2
2023-08-03,Chile,2736
2023-08-03,China,6
2023-08-03,Colombia,3006
2023-08-03,Congo,39
2023-08-03,Costa Rica,268
2023-08-03,Croatia,2
2023-08-03,Cuba,9
2023-08-03,Curaçao,2
2023-08-03,Côte d'Ivoire,13
2023-08-03,Denmark,6
2023-08-03,Dominican Republic,134
2023-08-03,Ecuador,565
2023-08-03,Egypt,16
2023-08-03,El Salvador,76
2023-08-03,Equatorial Guinea,2
2023-08-03,Error: ,287
2023-08-03,Error: 'NoneType' object has no attribute 'name',5
2023-08-03,Error: (0) Could not interpret numbers after plus-sign.,26
2023-08-03,Eswatini,1
2023-08-03,Falkland Islands (Malvinas),2
2023-08-03,Faroe Islands,2
2023-08-03,Fiji,1
2023-08-03,Finland,3
2023-08-03,France,30
2023-08-03,French Guiana,1
2023-08-03,Gabon,3
2023-08-03,Germany,45
2023-08-03,Ghana,3
2023-08-03,Greece,2
2023-08-03,Guatemala,109
2023-08-03,Guinea,1
2023-08-03,Guyana,3
2023-08-03,Honduras,90
2023-08-03,Hungary,5
2023-08-03,India,6
2023-08-03,Indonesia,19
2023-08-03,Iran,6
2023-08-03,Ireland,7
2023-08-03,Israel,75
2023-08-03,Italy,89
2023-08-03,Jamaica,1
2023-08-03,Japan,4
2023-08-03,Jordan,1
2023-08-03,Kazakhstan,4
2023-08-03,Korea,2
2023-08-03,Lebanon,2
2023-08-03,Liberia,1
2023-08-03,Libya,2
2023-08-03,Liechtenstein,1
2023-08-03,Macao,1
2023-08-03,Malawi,1
2023-08-03,Malaysia,17
2023-08-03,Mali,8
2023-08-03,Malta,3
2023-08-03,Martinique,1
2023-08-03,Mauritania,2
2023-08-03,Mexico,965
2023-08-03,Moldova,2
2023-08-03,Morocco,516
2023-08-03,Mozambique,1
2023-08-03,Myanmar,2
2023-08-03,Netherlands,9
2023-08-03,New Zealand,7
2023-08-03,Nicaragua,44
2023-08-03,Nigeria,7
2023-08-03,Niue,1
2023-08-03,Norfolk Island,1
2023-08-03,Northern Mariana Islands,1
2023-08-03,Norway,2
2023-08-03,Oman,1
2023-08-03,Pakistan,3
2023-08-03,Palestine,1
2023-08-03,Panama,232
2023-08-03,Paraguay,1063
2023-08-03,Peru,737
2023-08-03,Philippines,2
2023-08-03,Poland,2
2023-08-03,Portugal,12
2023-08-03,Puerto Rico,6
2023-08-03,Romania,3
2023-08-03,Russian Federation,17
2023-08-03,Saudi Arabia,4
2023-08-03,Senegal,2
2023-08-03,Sierra Leone,1
2023-08-03,Singapore,3
2023-08-03,South Africa,27
2023-08-03,South Sudan,2
2023-08-03,Spain,2921
2023-08-03,Sri Lanka,3
2023-08-03,Sudan,2
2023-08-03,Suriname,2
2023-08-03,Sweden,6
2023-08-03,Switzerland,8
2023-08-03,Taiwan,1
2023-08-03,Thailand,2
2023-08-03,Togo,19
2023-08-03,Trinidad and Tobago,1
2023-08-03,Turkey,1
2023-08-03,Tuvalu,1
2023-08-03,Ukraine,4
2023-08-03,United Arab Emirates,3
2023-08-03,United Kingdom,57
2023-08-03,United States,338
2023-08-03,Uruguay,2168
2023-08-03,Venezuela,2218
2023-08-03,Viet Nam,4
2023-08-03,Wallis and Futuna,1
2023-08-03,Yemen,5
2023-08-03,Zambia,1
2023-08-04,Afghanistan,2
2023-08-04,Algeria,2
2023-08-04,Andorra,3
2023-08-04,Angola,1
2023-08-04,Argentina,16003
2023-08-04,Australia,19
2023-08-04,Austria,5
2023-08-04,Azerbaijan,1
2023-08-04,Bahrain,2
2023-08-04,Barbados,1
2023-08-04,Belgium,4
2023-08-04,Benin,14
2023-08-04,Bolivia,144
2023-08-04,Bonaire,1
2023-08-04,Bosnia and Herzegovina,1
2023-08-04,Brazil,554
2023-08-04,Bulgaria,2
2023-08-04,Burkina Faso,6
2023-08-04,Cambodia,1
2023-08-04,Cameroon,14
2023-08-04,Canada,22
2023-08-04,Cayman Islands,1
2023-08-04,Chile,2516
2023-08-04,China,3
2023-08-04,Colombia,2894
2023-08-04,Congo,44
2023-08-04,Costa Rica,288
2023-08-04,Croatia,1
2023-08-04,Cuba,12
2023-08-04,Curaçao,1
2023-08-04,Czechia,1
2023-08-04,Côte d'Ivoire,17
2023-08-04,Denmark,4
2023-08-04,Djibouti,1
2023-08-04,Dominican Republic,143
2023-08-04,Ecuador,537
2023-08-04,Egypt,17
2023-08-04,El Salvador,57
2023-08-04,Equatorial Guinea,1
2023-08-04,Error: ,223
2023-08-04,Error: 'NoneType' object has no attribute 'name',7
2023-08-04,Error: (0) Could not interpret numbers after plus-sign.,19
2023-08-04,Eswatini,1
2023-08-04,Falkland Islands (Malvinas),1
2023-08-04,Faroe Islands,2
2023-08-04,Finland,1
2023-08-04,France,31
2023-08-04,Gabon,1
2023-08-04,Germany,49
2023-08-04,Ghana,4
2023-08-04,Greece,4
2023-08-04,Guatemala,99
2023-08-04,Haiti,2
2023-08-04,Honduras,102
2023-08-04,Hungary,2
2023-08-04,India,5
2023-08-04,Indonesia,12
2023-08-04,Iran,5
2023-08-04,Ireland,10
2023-08-04,Israel,34
2023-08-04,Italy,71
2023-08-04,Jamaica,1
2023-08-04,Japan,2
2023-08-04,Jordan,1
2023-08-04,Kazakhstan,7
2023-08-04,Korea,2
2023-08-04,Liberia,1
2023-08-04,Malawi,1
2023-08-04,Malaysia,19
2023-08-04,Maldives,1
2023-08-04,Mali,5
2023-08-04,Malta,3
2023-08-04,Mauritania,2
2023-08-04,Mexico,995
2023-08-04,Micronesia,1
2023-08-04,Montenegro,1
2023-08-04,Morocco,560
2023-08-04,Mozambique,1
2023-08-04,Myanmar,3
2023-08-04,Nepal,1
2023-08-04,Netherlands,10
2023-08-04,New Zealand,9
2023-08-04,Nicaragua,52
2023-08-04,Niger,1
2023-08-04,Nigeria,2
2023-08-04,Niue,1
2023-08-04,Norfolk Island,2
2023-08-04,Norway,1
2023-08-04,Pakistan,3
2023-08-04,Panama,240
2023-08-04,Paraguay,1001
2023-08-04,Peru,722
2023-08-04,Philippines,4
2023-08-04,Poland,3
2023-08-04,Portugal,14
2023-08-04,Puerto Rico,11
2023-08-04,Qatar,1
2023-08-04,Romania,5
2023-08-04,Russian Federation,14
2023-08-04,Saint Pierre and Miquelon,1
2023-08-04,Saudi Arabia,1
2023-08-04,Senegal,3
2023-08-04,Serbia,1
2023-08-04,Singapore,3
2023-08-04,South Africa,20
2023-08-04,Spain,2764
2023-08-04,Sri Lanka,1
2023-08-04,Sudan,1
2023-08-04,Suriname,1
2023-08-04,Sweden,2
2023-08-04,Switzerland,8
2023-08-04,Tanzania,2
2023-08-04,Thailand,1
2023-08-04,Togo,22
2023-08-04,Turkey,3
2023-08-04,Uganda,2
2023-08-04,Ukraine,1
2023-08-04,United Arab Emirates,3
2023-08-04,United Kingdom,53
2023-08-04,United States,274
2023-08-04,Uruguay,2151
2023-08-04,Venezuela,2200
2023-08-04,Viet Nam,3
2023-08-04,Virgin Islands,2
2023-08-04,Yemen,5
2023-08-04,Zambia,1
2023-08-05,Afghanistan,2
2023-08-05,Algeria,1
2023-08-05,Andorra,1
2023-08-05,Angola,9
2023-08-05,Argentina,9851
2023-08-05,Aruba,1
2023-08-05,Australia,20
2023-08-05,Austria,1
2023-08-05,Bahrain,2
2023-08-05,Belgium,7
2023-08-05,Belize,1
2023-08-05,Benin,8
2023-08-05,Bolivia,128
2023-08-05,Brazil,691
2023-08-05,British Indian Ocean Territory,2
2023-08-05,Bulgaria,2
2023-08-05,Burkina Faso,6
2023-08-05,Cameroon,8
2023-08-05,Canada,11
2023-08-05,Chad,2
2023-08-05,Chile,1346
2023-08-05,China,2
2023-08-05,Colombia,1808
2023-08-05,Congo,39
2023-08-05,Costa Rica,193
2023-08-05,Cuba,5
2023-08-05,Curaçao,1
2023-08-05,Côte d'Ivoire,14
2023-08-05,Denmark,2
2023-08-05,Dominican Republic,115
2023-08-05,Ecuador,349
2023-08-05,Egypt,9
2023-08-05,El Salvador,54
2023-08-05,Error: ,171
2023-08-05,Error: (0) Could not interpret numbers after plus-sign.,16
2023-08-05,Estonia,1
2023-08-05,Eswatini,2
2023-08-05,Finland,1
2023-08-05,France,19
2023-08-05,French Guiana,3
2023-08-05,French Polynesia,1
2023-08-05,Gabon,6
2023-08-05,Germany,44
2023-08-05,Ghana,4
2023-08-05,Greece,3
2023-08-05,Guadeloupe,1
2023-08-05,Guatemala,78
2023-08-05,Guinea,1
2023-08-05,Guyana,2
2023-08-05,Honduras,86
2023-08-05,Hungary,4
2023-08-05,India,7
2023-08-05,Indonesia,16
2023-08-05,Iran,2
2023-08-05,Ireland,4
2023-08-05,Israel,19
2023-08-05,Italy,74
2023-08-05,Jamaica,1
2023-08-05,Japan,3
2023-08-05,Kazakhstan,1
2023-08-05,Korea,2
2023-08-05,Kuwait,1
2023-08-05,Kyrgyzstan,1
2023-08-05,Lebanon,2
2023-08-05,Lithuania,1
2023-08-05,Luxembourg,1
2023-08-05,Malaysia,7
2023-08-05,Mali,2
2023-08-05,Malta,2
2023-08-05,Mexico,752
2023-08-05,Moldova,1
2023-08-05,Montenegro,1
2023-08-05,Morocco,554
2023-08-05,Mozambique,5
2023-08-05,Myanmar,3
2023-08-05,Nepal,1
2023-08-05,Netherlands,12
2023-08-05,New Caledonia,1
2023-08-05,New Zealand,5
2023-08-05,Nicaragua,41
2023-08-05,Nigeria,2
2023-08-05,Norway,1
2023-08-05,Oman,1
2023-08-05,Pakistan,5
2023-08-05,Palau,1
2023-08-05,Panama,163
2023-08-05,Papua New Guinea,1
2023-08-05,Paraguay,671
2023-08-05,Peru,593
2023-08-05,Philippines,8
2023-08-05,Poland,4
2023-08-05,Portugal,13
2023-08-05,Puerto Rico,8
2023-08-05,Romania,2
2023-08-05,Russian Federation,14
2023-08-05,Saudi Arabia,2
2023-08-05,Senegal,1
2023-08-05,Singapore,8
2023-08-05,Somalia,2
2023-08-05,South Africa,8
2023-08-05,Spain,2162
2023-08-05,Sri Lanka,1
2023-08-05,Sweden,2
2023-08-05,Switzerland,7
2023-08-05,Thailand,1
2023-08-05,Togo,16
2023-08-05,Tunisia,1
2023-08-05,Uganda,1
2023-08-05,Ukraine,2
2023-08-05,United Arab Emirates,4
2023-08-05,United Kingdom,27
2023-08-05,United States,132
2023-08-05,Uruguay,1159
2023-08-05,Venezuela,1783
2023-08-05,Viet Nam,1
2023-08-05,Virgin Islands,1
2023-08-05,Yemen,6
2023-08-05,Zambia,1
2023-08-06,Afghanistan,2
2023-08-06,Albania,1
2023-08-06,American Samoa,1
2023-08-06,Angola,7
2023-08-06,Argentina,7958
2023-08-06,Australia,25
2023-08-06,Austria,3
2023-08-06,Bahamas,1
2023-08-06,Bahrain,1
2023-08-06,Bangladesh,2
2023-08-06,Barbados,1
2023-08-06,Belgium,8
2023-08-06,Benin,7
2023-08-06,Bolivia,113
2023-08-06,Brazil,574
2023-08-06,Bulgaria,3
2023-08-06,Burkina Faso,5
2023-08-06,Cameroon,9
2023-08-06,Canada,12
2023-08-06,Chile,1113
2023-08-06,China,5
2023-08-06,Colombia,1385
2023-08-06,Congo,37
2023-08-06,Costa Rica,169
2023-08-06,Cuba,9
2023-08-06,Curaçao,1
2023-08-06,Cyprus,1
2023-08-06,Côte d'Ivoire,22
2023-08-06,Denmark,4
2023-08-06,Dominican Republic,105
2023-08-06,Ecuador,316
2023-08-06,Egypt,13
2023-08-06,El Salvador,61
2023-08-06,Error: ,141
2023-08-06,Error: (0) Could not interpret numbers after plus-sign.,14
2023-08-06,Estonia,1
2023-08-06,Eswatini,1
2023-08-06,Falkland Islands (Malvinas),1
2023-08-06,France,20
2023-08-06,Gabon,7
2023-08-06,Gambia,1
2023-08-06,Germany,39
2023-08-06,Ghana,3
2023-08-06,Greece,2
2023-08-06,Guatemala,70
2023-08-06,Guinea,2
2023-08-06,Haiti,1
2023-08-06,Honduras,68
2023-08-06,Hungary,1
2023-08-06,India,6
2023-08-06,Indonesia,6
2023-08-06,Iran,2
2023-08-06,Ireland,6
2023-08-06,Israel,64
2023-08-06,Italy,56
2023-08-06,Jamaica,1
2023-08-06,Japan,3
2023-08-06,Kazakhstan,1
2023-08-06,Lao People's Democratic Republic,1
2023-08-06,Lebanon,1
2023-08-06,Lithuania,1
2023-08-06,Malaysia,13
2023-08-06,Mali,1
2023-08-06,Malta,3
2023-08-06,Martinique,1
2023-08-06,Mauritania,1
2023-08-06,Mexico,695
2023-08-06,Micronesia,1
2023-08-06,Morocco,465
2023-08-06,Myanmar,4
2023-08-06,Netherlands,6
2023-08-06,New Caledonia,1
2023-08-06,New Zealand,8
2023-08-06,Nicaragua,32
2023-08-06,Nigeria,3
2023-08-06,Norway,1
2023-08-06,Pakistan,3
2023-08-06,Panama,142
2023-08-06,Paraguay,444
2023-08-06,Peru,460
2023-08-06,Philippines,8
2023-08-06,Poland,1
2023-08-06,Portugal,13
2023-08-06,Puerto Rico,8
2023-08-06,Romania,3
2023-08-06,Russian Federation,6
2023-08-06,Saint Pierre and Miquelon,1
2023-08-06,Saudi Arabia,2
2023-08-06,Senegal,1
2023-08-06,Serbia,1
2023-08-06,Singapore,2
2023-08-06,Sint Maarten (Dutch part),1
2023-08-06,South Africa,13
2023-08-06,Spain,1926
2023-08-06,Sri Lanka,1
2023-08-06,Sudan,3
2023-08-06,Sweden,1
2023-08-06,Switzerland,5
2023-08-06,Taiwan,1
2023-08-06,Tanzania,1
2023-08-06,Togo,17
2023-08-06,Trinidad and Tobago,1
2023-08-06,Tunisia,1
2023-08-06,Turkey,2
2023-08-06,Tuvalu,1
2023-08-06,Ukraine,1
2023-08-06,United Arab Emirates,1
2023-08-06,United Kingdom,30
2023-08-06,United States,188
2023-08-06,Uruguay,886
2023-08-06,Venezuela,1468
2023-08-06,Viet Nam,3
2023-08-06,Yemen,10
2023-08-06,Zambia,1
2023-08-06,Zimbabwe,1
2023-08-07,Afghanistan,5
2023-08-07,Algeria,1
2023-08-07,Andorra,4
2023-08-07,Angola,3
2023-08-07,Argentina,16103
2023-08-07,Aruba,1
2023-08-07,Australia,29
2023-08-07,Austria,5
2023-08-07,Bahrain,1
2023-08-07,Bangladesh,1
2023-08-07,Barbados,1
2023-08-07,Belgium,9
2023-08-07,Belize,3
2023-08-07,Benin,10
2023-08-07,Bermuda,1
2023-08-07,Bolivia,112
2023-08-07,Bonaire,1
2023-08-07,Bosnia and Herzegovina,2
2023-08-07,Brazil,879
2023-08-07,Bulgaria,1
2023-08-07,Burkina Faso,5
2023-08-07,Cabo Verde,1
2023-08-07,Cameroon,15
2023-08-07,Canada,20
2023-08-07,Central African Republic,2
2023-08-07,Chad,1
2023-08-07,Chile,2662
2023-08-07,China,6
2023-08-07,Colombia,1482
2023-08-07,Congo,32
2023-08-07,Costa Rica,294
2023-08-07,Croatia,1
2023-08-07,Cuba,9
2023-08-07,Curaçao,1
2023-08-07,Czechia,1
2023-08-07,Côte d'Ivoire,12
2023-08-07,Denmark,2
2023-08-07,Dominican Republic,134
2023-08-07,Ecuador,546
2023-08-07,Egypt,14
2023-08-07,El Salvador,93
2023-08-07,Equatorial Guinea,1
2023-08-07,Eritrea,1
2023-08-07,Error: ,266
2023-08-07,Error: 'NoneType' object has no attribute 'name',6
2023-08-07,Error: (0) Could not interpret numbers after plus-sign.,19
2023-08-07,Eswatini,1
2023-08-07,Finland,2
2023-08-07,France,29
2023-08-07,Gabon,4
2023-08-07,Germany,48
2023-08-07,Ghana,3
2023-08-07,Gibraltar,1
2023-08-07,Greece,1
2023-08-07,Guatemala,121
2023-08-07,Guinea,3
2023-08-07,Guyana,1
2023-08-07,Haiti,2
2023-08-07,Honduras,95
2023-08-07,Hungary,3
2023-08-07,India,7
2023-08-07,Indonesia,15
2023-08-07,Iran,3
2023-08-07,Ireland,5
2023-08-07,Israel,66
2023-08-07,Italy,78
2023-08-07,Jamaica,3
2023-08-07,Japan,1
2023-08-07,Jordan,1
2023-08-07,Kazakhstan,2
2023-08-07,Lebanon,1
2023-08-07,Luxembourg,1
2023-08-07,Malaysia,22
2023-08-07,Maldives,1
2023-08-07,Mali,3
2023-08-07,Malta,2
2023-08-07,Martinique,2
2023-08-07,Mauritania,1
2023-08-07,Mexico,1007
2023-08-07,Monaco,1
2023-08-07,Montenegro,1
2023-08-07,Morocco,499
2023-08-07,Myanmar,4
2023-08-07,Netherlands,10
2023-08-07,New Caledonia,1
2023-08-07,New Zealand,6
2023-08-07,Nicaragua,57
2023-08-07,Nigeria,4
2023-08-07,Pakistan,6
2023-08-07,Panama,228
2023-08-07,Paraguay,1122
2023-08-07,Peru,797
2023-08-07,Philippines,5
2023-08-07,Poland,2
2023-08-07,Portugal,12
2023-08-07,Puerto Rico,7
2023-08-07,Qatar,2
2023-08-07,Romania,2
2023-08-07,Russian Federation,17
2023-08-07,Saint Pierre and Miquelon,1
2023-08-07,Samoa,1
2023-08-07,Saudi Arabia,1
2023-08-07,Senegal,3
2023-08-07,Serbia,1
2023-08-07,Singapore,9
2023-08-07,South Africa,11
2023-08-07,South Sudan,3
2023-08-07,Spain,2700
2023-08-07,Sri Lanka,2
2023-08-07,Sudan,2
2023-08-07,Suriname,2
2023-08-07,Switzerland,15
2023-08-07,Taiwan,2
2023-08-07,Thailand,2
2023-08-07,Togo,14
2023-08-07,Turkey,1
2023-08-07,Tuvalu,2
2023-08-07,Uganda,1
2023-08-07,Ukraine,3
2023-08-07,United Arab Emirates,3
2023-08-07,United Kingdom,41
2023-08-07,United States,303
2023-08-07,Uruguay,2192
2023-08-07,Venezuela,2169
2023-08-07,Virgin Islands,1
2023-08-07,Yemen,5
2023-08-07,Zimbabwe,1
2023-08-08,Afghanistan,6
2023-08-08,Algeria,3
2023-08-08,Andorra,3
2023-08-08,Angola,3
2023-08-08,Antigua and Barbuda,1
2023-08-08,Argentina,16815
2023-08-08,Aruba,1
2023-08-08,Australia,25
2023-08-08,Austria,3
2023-08-08,Azerbaijan,1
2023-08-08,Bahamas,1
2023-08-08,Belgium,8
2023-08-08,Belize,3
2023-08-08,Benin,12
2023-08-08,Bolivia,201
2023-08-08,Bonaire,1
2023-08-08,Bosnia and Herzegovina,1
2023-08-08,Botswana,1
2023-08-08,Brazil,894
2023-08-08,Bulgaria,2
2023-08-08,Burkina Faso,7
2023-08-08,Cameroon,11
2023-08-08,Canada,28
2023-08-08,Central African Republic,1
2023-08-08,Chad,1
2023-08-08,Chile,2880
2023-08-08,China,4
2023-08-08,Colombia,3194
2023-08-08,Congo,54
2023-08-08,Cook Islands,1
2023-08-08,Costa Rica,309
2023-08-08,Croatia,1
2023-08-08,Cuba,17
2023-08-08,Curaçao,5
2023-08-08,Côte d'Ivoire,13
2023-08-08,Denmark,2
2023-08-08,Dominican Republic,143
2023-08-08,Ecuador,570
2023-08-08,Egypt,23
2023-08-08,El Salvador,103
2023-08-08,Equatorial Guinea,1
2023-08-08,Error: ,263
2023-08-08,Error: 'NoneType' object has no attribute 'name',5
2023-08-08,Error: (0) Could not interpret numbers after plus-sign.,20
2023-08-08,Estonia,1
2023-08-08,Eswatini,1
2023-08-08,Fiji,1
2023-08-08,Finland,3
2023-08-08,France,29
2023-08-08,French Guiana,2
2023-08-08,French Polynesia,1
2023-08-08,Gabon,4
2023-08-08,Germany,43
2023-08-08,Ghana,3
2023-08-08,Gibraltar,1
2023-08-08,Greece,4
2023-08-08,Guam,1
2023-08-08,Guatemala,120
2023-08-08,Guyana,1
2023-08-08,Haiti,1
2023-08-08,Honduras,92
2023-08-08,Hungary,2
2023-08-08,Iceland,1
2023-08-08,India,4
2023-08-08,Indonesia,25
2023-08-08,Iran,5
2023-08-08,Ireland,5
2023-08-08,Israel,69
2023-08-08,Italy,61
2023-08-08,Jamaica,2
2023-08-08,Japan,6
2023-08-08,Jordan,1
2023-08-08,Kazakhstan,4
2023-08-08,Korea,1
2023-08-08,Lebanon,1
2023-08-08,Lithuania,1
2023-08-08,Malaysia,17
2023-08-08,Mali,3
2023-08-08,Malta,2
2023-08-08,Martinique,1
2023-08-08,Mauritius,1
2023-08-08,Mexico,1044
2023-08-08,Moldova,1
2023-08-08,Monaco,1
2023-08-08,Montenegro,1
2023-08-08,Morocco,426
2023-08-08,Mozambique,3
2023-08-08,Myanmar,3
2023-08-08,Netherlands,16
2023-08-08,New Zealand,10
2023-08-08,Nicaragua,61
2023-08-08,Nigeria,2
2023-08-08,Norway,1
2023-08-08,Oman,2
2023-08-08,Pakistan,4
2023-08-08,Panama,243
2023-08-08,Paraguay,1092
2023-08-08,Peru,762
2023-08-08,Philippines,7
2023-08-08,Poland,2
2023-08-08,Portugal,10
2023-08-08,Puerto Rico,8
2023-08-08,Romania,3
2023-08-08,Russian Federation,25
2023-08-08,Saint Pierre and Miquelon,1
2023-08-08,Saudi Arabia,3
2023-08-08,Senegal,3
2023-08-08,Serbia,1
2023-08-08,Seychelles,1
2023-08-08,Singapore,7
2023-08-08,Sint Maarten (Dutch part),1
2023-08-08,Solomon Islands,1
2023-08-08,South Africa,16
2023-08-08,South Sudan,2
2023-08-08,Spain,2691
2023-08-08,Sri Lanka,1
2023-08-08,Sudan,1
2023-08-08,Suriname,1
2023-08-08,Sweden,3
2023-08-08,Switzerland,12
2023-08-08,Taiwan,1
2023-08-08,Thailand,5
2023-08-08,Togo,21
2023-08-08,Trinidad and Tobago,1
2023-08-08,Tunisia,1
2023-08-08,Turkey,1
2023-08-08,Tuvalu,1
2023-08-08,Ukraine,4
2023-08-08,United Arab Emirates,3
2023-08-08,United Kingdom,50
2023-08-08,United States,312
2023-08-08,Uruguay,2263
2023-08-08,Venezuela,2241
2023-08-08,Viet Nam,4
2023-08-08,Wallis and Futuna,1
2023-08-08,Yemen,4
2023-08-08,Zambia,1
2023-08-09,Afghanistan,2
2023-08-09,Algeria,2
2023-08-09,Andorra,2
2023-08-09,Angola,3
2023-08-09,Argentina,16880
2023-08-09,Australia,28
2023-08-09,Austria,3
2023-08-09,Azerbaijan,1
2023-08-09,Bahamas,1
2023-08-09,Belgium,10
2023-08-09,Belize,3
2023-08-09,Benin,12
2023-08-09,Bermuda,1
2023-08-09,Bolivia,192
2023-08-09,Bonaire,1
2023-08-09,Brazil,934
2023-08-09,British Indian Ocean Territory,2
2023-08-09,Bulgaria,2
2023-08-09,Burkina Faso,5
2023-08-09,Cameroon,10
2023-08-09,Canada,27
2023-08-09,Cayman Islands,1
2023-08-09,Central African Republic,2
2023-08-09,Chile,2911
2023-08-09,China,6
2023-08-09,Colombia,3243
2023-08-09,Congo,51
2023-08-09,Costa Rica,284
2023-08-09,Croatia,1
2023-08-09,Cuba,15
2023-08-09,Curaçao,1
2023-08-09,Côte d'Ivoire,17
2023-08-09,Djibouti,1
2023-08-09,Dominican Republic,175
2023-08-09,Ecuador,608
2023-08-09,Egypt,18
2023-08-09,El Salvador,96
2023-08-09,Equatorial Guinea,1
2023-08-09,Error: ,283
2023-08-09,Error: 'NoneType' object has no attribute 'name',3
2023-08-09,Error: (0) Could not interpret numbers after plus-sign.,23
2023-08-09,Eswatini,1
2023-08-09,Falkland Islands (Malvinas),1
2023-08-09,Faroe Islands,1
2023-08-09,France,23
2023-08-09,French Guiana,2
2023-08-09,Gabon,2
2023-08-09,Germany,51
2023-08-09,Ghana,4
2023-08-09,Greece,3
2023-08-09,Grenada,1
2023-08-09,Guatemala,105
2023-08-09,Guinea,1
2023-08-09,Guyana,1
2023-08-09,Haiti,4
2023-08-09,Honduras,91
2023-08-09,Hong Kong,1
2023-08-09,Hungary,2
2023-08-09,Iceland,1
2023-08-09,India,4
2023-08-09,Indonesia,21
2023-08-09,Iran,4
2023-08-09,Ireland,8
2023-08-09,Israel,57
2023-08-09,Italy,79
2023-08-09,Jamaica,2
